"","X","Y","block.code","y"
"1",-0.310183427776874,0.471506105834242,1,1
"2",-0.30548469737987,0.45842731374733,1,0
"3",-0.30137452016916,0.445351046038013,1,0
"4",-0.29773140238712,0.435999495124528,1,0
"5",-0.292011365090164,0.41940424726231,1,0
"6",-0.286512416601012,0.404675775456743,1,0
"7",-0.283108150665015,0.396201445204475,1,0
"8",-0.280417118172132,0.388683853458887,1,0
"9",-0.276966749694184,0.378179924899119,1,0
"10",-0.273944456877819,0.366209333879376,1,0
"11",-0.271091997690257,0.359486920576651,1,0
"12",-0.269508239778515,0.353519295698778,1,0
"13",-0.267775936764678,0.34790760783729,1,1
"14",-0.265063208957951,0.338012053894723,1,0
"15",-0.275109563029931,0.330544949669299,1,1
"16",-0.281863178638733,0.322494714587342,1,0
"17",-0.286681097666271,0.314778959325731,1,1
"18",-0.293407322941327,0.307226026316146,1,1
"19",-0.298305921417266,0.320684736990728,1,0
"20",-0.301896224669625,0.331524407560228,1,0
"21",-0.30259250864881,0.341720362247354,1,0
"22",-0.307777146278409,0.352489350287685,1,0
"23",-0.310148511881131,0.36464422075667,1,0
"24",-0.314155771946724,0.373358366727655,1,0
"25",-0.317297050000047,0.385686156951994,1,0
"26",-0.321690351056617,0.393300937174454,1,0
"27",-0.325244992636822,0.404096431162489,1,0
"28",-0.327194519980677,0.409549083335404,1,0
"29",-0.330082234053258,0.419433277586434,1,0
"30",-0.334747675703056,0.427584487708717,1,0
"31",-0.337432606388902,0.435885898204455,1,1
"32",-0.34144034103949,0.447824934523655,1,0
"33",-0.345898185654799,0.462491559117523,1,0
"34",-0.35093590533088,0.475667539678956,1,1
"35",-0.342389239829429,0.477217506546671,1,0
"36",-0.336245804922926,0.475485784607309,1,0
"37",-0.329653887200239,0.477452273516076,1,0
"38",-0.324316433203625,0.476142122368254,1,0
"39",-0.319960556563445,0.474676722097665,1,1
"40",-0.250047882235672,0.299347448802509,2,0
"41",-0.243624848971802,0.280302294025933,2,0
"42",-0.241174431069218,0.268038875389714,2,0
"43",-0.237666976796668,0.260112334732334,2,0
"44",-0.234498782994592,0.249724527467882,2,0
"45",-0.230989023594934,0.238993405066792,2,0
"46",-0.228019138521114,0.230893944652882,2,0
"47",-0.225674146284312,0.219371430373558,2,1
"48",-0.218667373481922,0.206081852892051,2,0
"49",-0.211708194774284,0.187320690416834,2,0
"50",-0.219498032811315,0.177329210185605,2,0
"51",-0.227625029585288,0.169522577386995,2,0
"52",-0.23176808875607,0.165049383105009,2,0
"53",-0.239680573114269,0.159837808841373,2,0
"54",-0.242928903981892,0.165867280930947,2,0
"55",-0.246363204368019,0.175493988829497,2,0
"56",-0.249847742965321,0.186401817550571,2,0
"57",-0.253127260846619,0.19876999779057,2,1
"58",-0.257010179644649,0.20763686851143,2,0
"59",-0.258649192808898,0.213609542140966,2,1
"60",-0.260188136337971,0.22063614275288,2,0
"61",-0.263550232007663,0.228720456911799,2,0
"62",-0.268344286189947,0.238934082231511,2,0
"63",-0.272998744587115,0.249623552427556,2,0
"64",-0.275794389171492,0.258654507588652,2,0
"65",-0.278819800689215,0.26952194629289,2,0
"66",-0.271231932464669,0.275730649080041,2,0
"67",-0.266817207285632,0.282174118834247,2,0
"68",-0.26233902331358,0.284587422296398,2,0
"69",-0.258844382835776,0.29323341011581,2,0
"70",-0.202352226268029,0.156439998737804,3,0
"71",-0.197840889144469,0.143156732194996,3,0
"72",-0.193561691879224,0.131934618661406,3,0
"73",-0.189253002546701,0.11819696443713,3,0
"74",-0.186145691219135,0.110331008803239,3,0
"75",-0.180388432899345,0.091423432520372,3,0
"76",-0.175873366893717,0.0813246663089427,3,0
"77",-0.16740412654361,0.0600934019115377,3,0
"78",-0.161617308358684,0.0424328673754064,3,0
"79",-0.170194821884534,0.0318065065792717,3,0
"80",-0.173657393976535,0.0285222933957759,3,0
"81",-0.179229292958532,0.0238824902971348,3,0
"82",-0.182797968694887,0.0192022971816578,3,0
"83",-0.188505666782092,0.0132094285442908,3,0
"84",-0.194592558276826,0.0262415196744936,3,1
"85",-0.199817535630654,0.0400788867497112,3,0
"86",-0.203169326026266,0.0491843110022544,3,0
"87",-0.210065995110818,0.0697491401342115,3,0
"88",-0.214390006758772,0.0815543845255085,3,0
"89",-0.216712422309582,0.0901006594928036,3,1
"90",-0.221143622367574,0.105694992269227,3,0
"91",-0.227726387379726,0.120506768482535,3,0
"92",-0.218551100159188,0.13385062005001,3,0
"93",-0.209483882720836,0.144117257265129,3,0
"94",-0.150754261315581,0.00690858603310596,4,0
"95",-0.145747932046752,-0.0059404878360647,4,0
"96",-0.139584971357775,-0.0239771543975876,4,0
"97",-0.135198517884632,-0.0341794200245872,4,0
"98",-0.130827251131182,-0.0459632072198442,4,0
"99",-0.126230488709327,-0.0576561168792779,4,0
"100",-0.121218193229179,-0.070926761541164,4,0
"101",-0.118187900265823,-0.080624151967708,4,0
"102",-0.114572105019691,-0.0882401943772025,4,0
"103",-0.111861411148636,-0.10199299485647,4,0
"104",-0.120024679775475,-0.110681897069137,4,0
"105",-0.125979636642808,-0.117586065444684,4,0
"106",-0.131676351477383,-0.127037329210286,4,0
"107",-0.138620411263148,-0.134542299076127,4,0
"108",-0.142571941491262,-0.123072796693386,4,0
"109",-0.149300607489125,-0.104810198479926,4,0
"110",-0.15192323194548,-0.0987870373290509,4,0
"111",-0.156273006778643,-0.0883222365979084,4,0
"112",-0.161329167471493,-0.07189990849222,4,0
"113",-0.164633363772314,-0.0595531854470854,4,0
"114",-0.168129156813663,-0.0506017481302756,4,0
